,block,type,cluster_label,fold,pattern_value
28,SalVentAttn_Cont,inter,2,2,0.0015107893087896492
29,SalVentAttn_Default,inter,2,2,0.000451432951044596
30,SalVentAttn_DorsAttn,inter,2,2,0.0018340158728152494
31,SalVentAttn_Limbic,inter,2,2,-0.0007511775414617796
32,SalVentAttn_SalVentAttn,intra,2,2,0.024457922487476476
33,SalVentAttn_SomMot,inter,2,2,0.0025403707033473982
34,SalVentAttn_Vis,inter,2,2,-0.0004831232574553087
35,SomMot_Cont,inter,2,2,5.140706544642942e-05
36,SomMot_Default,inter,2,2,-0.0002226511348509013
37,SomMot_DorsAttn,inter,2,2,0.0013915771768738742
38,SomMot_Limbic,inter,2,2,-0.001040359757001941
39,SomMot_SalVentAttn,inter,2,2,0.0025403705973370484
40,SomMot_SomMot,intra,2,2,0.018231548200071595
41,SomMot_Vis,inter,2,2,0.00038103927970662213
42,Vis_Cont,inter,2,2,-0.0010269301942269881
43,Vis_Default,inter,2,2,-0.00025995166399846447
44,Vis_DorsAttn,inter,2,2,0.0009771021555504984
45,Vis_Limbic,inter,2,2,-0.000569826922523466
46,Vis_SalVentAttn,inter,2,2,-0.0004831232616913321
47,Vis_SomMot,inter,2,2,0.00038103923028297185
48,Vis_Vis,intra,2,2,0.021514420850854612
0,Cont_Cont,intra,0,3,0.022813651356949502
1,Cont_Default,inter,0,3,0.0017141434760535065
2,Cont_DorsAttn,inter,0,3,0.0027284624044172155
3,Cont_Limbic,inter,0,3,-0.00013272888671683197
4,Cont_SalVentAttn,inter,0,3,0.0024654160826659026
5,Cont_SomMot,inter,0,3,0.00041932341141685033
6,Cont_Vis,inter,0,3,-0.001405942298517283
7,Default_Cont,inter,0,3,0.0017141435139893131
8,Default_Default,intra,0,3,0.01646737285572528
9,Default_DorsAttn,inter,0,3,-0.00047827506979222334
10,Default_Limbic,inter,0,3,0.0015762085281289236
11,Default_SalVentAttn,inter,0,3,0.000491009668468042
12,Default_SomMot,inter,0,3,-0.00017347950566696846
13,Default_Vis,inter,0,3,-0.00021204557810076564
14,DorsAttn_Cont,inter,0,3,0.0027284622510983345
15,DorsAttn_Default,inter,0,3,-0.00047827508787015815
16,DorsAttn_DorsAttn,intra,0,3,0.023221804790151394
17,DorsAttn_Limbic,inter,0,3,-0.0007709097259403193
18,DorsAttn_SalVentAttn,inter,0,3,0.0021779719027755604
19,DorsAttn_SomMot,inter,0,3,0.002666929182396755
20,DorsAttn_Vis,inter,0,3,0.0009961925646150042
21,Limbic_Cont,inter,0,3,-0.00013272876049353358
22,Limbic_Default,inter,0,3,0.0015762085860432427
23,Limbic_DorsAttn,inter,0,3,-0.0007709098147144632
24,Limbic_Limbic,intra,0,3,0.03988254987116071
25,Limbic_SalVentAttn,inter,0,3,-0.0010080122116057292
26,Limbic_SomMot,inter,0,3,-0.0034039962597751587
27,Limbic_Vis,inter,0,3,-0.001002355823473803
28,SalVentAttn_Cont,inter,0,3,0.0024654161142483033
29,SalVentAttn_Default,inter,0,3,0.0004910097271654747
